Date,Issuer,Symbol, Managers,OfferPrice,OpeningPrice,DayClose,ChangeDay,ChangeOpening,ChangeClose,StarRatings
4/17/14,Sportsmans Warehouse Holdings  ,SPWH,Credit Suisse/ Goldman Sachs,$9.50 ,$9.50 ,$9.75 ,2.63%,$0.00 ,$0.25 ,1
4/17/14,Vital Therapies ,VTL,BofA Merrill Lynch/ Credit Suisse,$12.00 ,$12.25 ,$12.00 ,0.00%,$0.25 ,$0.00 ,1
4/17/14,Weibo,WB,Goldman Sachs (Asia)/ Credit Suisse,$17.00 ,$16.27 ,$20.24 ,19.06%,($0.73),$3.24 ,1
4/25/14,Quotient ,QTNTU,UBS Investment Bank/ Baird/ Cowen ,$8.00 ,$7.90 ,$7.45 ,-6.88%,($0.10),($0.55),1
2005/2/14,Aldeyra Therapeutics ,ALDX,Aegis Capital Corp,$8.00 ,$7.50 ,$7.20 ,-10.00%,($0.50),($0.80),1
2005/2/14,"Ares Management, L.P. 
 
",ARES,J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Wells Fargo Securities,$19.00 ,$18.15 ,$18.60 ,-2.11%,($0.85),($0.40),1
2005/2/14,Papa Murphy's Holdings ,FRSH,Jefferies/ Baird/ Wells Fargo Securities,$11.00 ,$12.10 ,$11.05 ,0.45%,$1.10 ,$0.05 ,1
2005/2/14,SCYNEXIS ,SCYX,RBC Capital Markets/ Canaccord Genuity,$10.00 ,$9.65 ,$9.00 ,-10.00%,($0.35),($1.00),1
2005/7/14,GasLog Partners LP  ,GLOP,Citigroup,$21.00 ,$25.50 ,$26.11 ,24.33%,$4.50 ,$5.11 ,3
2005/8/14,Alder BioPharmaceuticals  ,ALDR,Credit Suisse/ Leerink Partners,$10.00 ,$10.35 ,$10.03 ,0.30%,$0.35 ,$0.03 ,1
2005/8/14,Cheetah Mobile  ,CMCM,Morgan Stanley/ J.P. Morgan/ Credit Suisse,$14.00 ,$15.25 ,$14.10 ,0.71%,$1.25 ,$0.10 ,2
2005/8/14,K2M Group Holdings ,KTWO,Piper Jaffray/ Barclays/ Wells Fargo Securities,$15.00 ,$15.00 ,$15.00 ,0.00%,$0.00 ,$0.00 ,1
2005/9/14,Alcentra Capital ,ABDC,"Raymond James/ Robert W. Baird/ Keefe, Bruyette & Woods (A Stifel Company )",$15.00 ,$15.00 ,$15.05 ,0.33%,$0.00 ,$0.05 ,1
2005/9/14,Tuniu ,TOUR,Morgan Stanley/ Credit Suisse/ China Renaissance,$9.00 ,$9.00 ,$10.07 ,11.89%,$0.00 ,$1.07 ,2
2005/9/14,PBF Logistics LP ,PBFX,Barclays/ UBS Investment Bank,$23.00 ,$28.00 ,$27.68 ,20.35%,$5.00 ,$4.68 ,3
5/14/14,ServisFirst Bancshares ,SFBS,Sandler ONeill & Partners,$91.00 ,$91.00 ,$85.00 ,-6.59%,$0.00 ,($6.00),2
5/15/14,Zendesk ,ZEN,Goldman Sachs/ Morgan Stanley/ Credit Suisse,$9.00 ,$11.40 ,$13.43 ,49.22%,$2.40 ,$4.43 ,1
5/16/14,Jumei International Holding  ,JMEI,Goldman Sachs (Asia)/ Credit Suisse/ J.P. Morgan,$22.00 ,$27.74 ,$24.18 ,9.91%,$5.74 ,$2.18 ,3
5/16/14,TrueCar ,TRUE,Goldman Sachs/ J.P. Morgan,$9.00 ,$9.70 ,$10.06 ,11.78%,$0.70 ,$1.06 ,1
5/22/14,JD.com ,JD,BofA Merrill Lynch/ UBS Investment Bank,$19.00 ,$21.70 ,$20.90 ,10.00%,$2.70 ,$1.90 ,3
5/22/14,SunEdison Semiconductor  ,SEMI,Deutsche Bank Securities/ Goldman Sachs/ Wells Fargo Securities,$13.00 ,$15.01 ,$15.00 ,15.38%,$2.01 ,$2.00 ,1
5/23/14,Agile Therapeutics  ,AGRX,RBC Capital Markets/ William Blair & Company,$6.00 ,$5.50 ,$5.54 ,-7.67%,($0.50),($0.46),1
5/23/14,Heritage Insurance Holdings   ,HRTG,Citigroup,$11.00 ,$11.55 ,$11.50 ,4.55%,$0.55 ,$0.50 ,1
5/23/14,Parsley Energy ,PE,Credit Suisse/ Goldman Sachs/ J.P. Morgan/ Wells Fargo Securities,$18.50 ,$22.30 ,$22.20 ,20.00%,$3.80 ,$3.70 ,3
5/23/14,Superior Drilling Products   ,SDPI,"Roth Capital Partners, LLC",$4.00 ,$4.00 ,$4.49 ,12.25%,$0.00 ,$0.49 ,1
2006/6/14,Arista Networks ,ANET,Morgan Stanley/ Citigroup,$43.00 ,$55.25 ,$55.00 ,27.91%,$12.25 ,$12.00 ,3
2006/6/14,Radius Health  ,RDUS,Jefferies/ Cowen and Company,$8.00 ,$8.05 ,$8.01 ,0.12%,$0.05 ,$0.01 ,1
2006/6/14,WL Ross Holding  ,WLRHU,Deutsche Bank Securities/ BofA Merrill Lynch,$10.00 ,$10.80 ,$10.15 ,1.50%,$0.80 ,$0.15 ,1
2006/12/14,Mobile Iron  ,MOBL,Morgan Stanley/ Goldman Sachs/ Deutsche Bank Securitie/ Barclays,$9.00 ,$10.00 ,$11.02 ,22.44%,$1.00 ,$2.02 ,3
2006/12/14,Trinseo S.A.  ,TSE,Goldman Sachs/ Deutsche Bank Securities/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ HSBC/ Jefferies/ Mizuho Securities/ Scotiabank/ SMBC Nikko/ Wells Fargo Securities,$19.00 ,$20.43 ,$20.25 ,6.58%,$1.43 ,$1.25 ,2
2006/12/14,Zhaopin Ltd ,ZPIN,Credit Suisse/ UBS Investment Bank,$13.50 ,$14.51 ,$14.65 ,8.52%,$1.01 ,$1.15 ,3
6/13/14,Abengoa Yield plc ,ABY,Citigroup/ BofA Merrill Lynch,$29.00 ,$35.15 ,$37.00 ,27.59%,$6.15 ,$8.00 ,3
6/13/14,Aspen Aerogels ,ASPN,Barclays/ J.P. Morgan/ Citigroup,$11.00 ,$11.00 ,$10.75 ,-2.27%,$0.00 ,($0.25),1
6/13/14,Memorial Resource Development  ,MRD,Citigroup/ Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Goldman Sachs/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,$19.00 ,$21.26 ,$22.16 ,16.63%,$2.26 ,$3.16 ,2
6/18/14,Century Communities ,CCS,FBR/ J.P. Morgan/ Deutsche Bank Securities,$23.00 ,$23.00 ,$21.25 ,-7.61%,$0.00 ,($1.75),2
6/18/14,Foresight Energy LP ,FELP,Barclays/ Citigroup/ Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ Deutsche Bank Securities,$20.00 ,$20.00 ,$19.00 ,-5.00%,$0.00 ,($1.00),2
6/18/14,Parnell Pharmaceuticals Holdings   ,PARN,Jefferies/ Piper Jaffray,$10.00 ,$9.25 ,$8.05 ,-19.50%,($0.75),($1.95),1
6/18/14,Signal Genetics ,SGNL,Aegis Capital Corp,$10.00 ,$9.25 ,$9.09 ,-9.10%,($0.75),($0.91),1
6/18/14,Viper Energy Partners LP ,VNOM,Barclays/ Credit Suisse/ Wells Fargo Securities,$26.00 ,$31.50 ,$32.35 ,24.42%,$5.50 ,$6.35 ,3
6/18/14,ZS Pharma  ,ZSPH,J.P. Morgan/ Credit Suisse,$18.00 ,$27.21 ,$28.38 ,57.67%,$9.21 ,$10.38 ,2
6/19/14,Ardelyx  ,ARDX,Citigroup/ Leerink Partners,$14.00 ,$14.50 ,$14.11 ,0.79%,$0.50 ,$0.11 ,2
6/19/14,Markit Ltd.  ,MRKT,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ HSBC/ J.P. Morgan/ Morgan Stanley/ UBS Investment Bank,$24.00 ,$26.15 ,$26.70 ,11.25%,$2.15 ,$2.70 ,3
6/19/14,ZAFGEN ,ZFGN,Leerink Partners/ Cowen and Company,$16.00 ,$20.00 ,$19.75 ,23.44%,$4.00 ,$3.75 ,2
6/20/14,Eclipse Resources ,ECR,Citigroup/ Goldman Sachs/ Morgan Stanley/ Barclays/ BMO Capital Market/ Deutsche Bank Securities/ KeyBanc Capital Market/ RBC Capital Markets,$27.00 ,$27.00 ,$25.75 ,-4.63%,$0.00 ,($1.25),2
6/20/14,Kite Pharma  ,KITE,Jefferies/ Credit Suisse/ Cowen and Company,$17.00 ,$25.45 ,$29.00 ,70.59%,$8.45 ,$12.00 ,3
6/24/14,Xunlei Limited ,XNET,J.P. Morgan/ Citigroup,$12.00 ,$14.21 ,$14.90 ,24.17%,$2.21 ,$2.90 ,3
6/25/14,Adeptus Health  ,ADPT,Deutsche Bank Securities/ Goldman Sachs,$22.00 ,$25.16 ,$25.75 ,17.05%,$3.16 ,$3.75 ,2
6/25/14,Imprivata  ,IMPR,J.P. Morgan/ Piper Jaffray,$15.00 ,$17.00 ,$16.25 ,8.33%,$2.00 ,$1.25 ,3
6/25/14,Materialise NV ,MTLS,Piper Jaffray/ Credit Suisse,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,3
6/25/14,Amphastar Pharmaceuticals  ,AMPH,Jefferies/ BMO Capital Markets/ Piper Jaffray,$7.00 ,$7.00 ,$8.75 ,25.00%,$0.00 ,$1.75 ,2
6/26/14,Garnero Group Acquisition ,GGACU,EarlyBirdCapital,$10.00 ,$10.03 ,$10.01 ,0.10%,$0.03 ,$0.01 ,1
6/26/14,GoPro   ,GPRO,J.P. Morgan/ Citigroup/ Barclays,$24.00 ,$28.65 ,$31.34 ,30.58%,$4.65 ,$7.34 ,3
6/26/14,ServiceMaster Global Holdings , SERV,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ Morgan Stanley,$17.00 ,$17.45 ,$17.95 ,5.59%,$0.45 ,$0.95 ,1
6/26/14,TCP International Holdings Ltd.  ,TCPI,Deutsche Bank Securities/ Piper Jaffray,$11.00 ,$11.00 ,$10.43 ,-5.18%,$0.00 ,($0.57),1
6/27/14,Michaels Companies  (The) ,MIK,J.P. Morgan/ Goldman Sachs/ Barclays/ Deutsche Bank Securities,$17.00 ,$17.00 ,$17.02 ,0.12%,$0.00 ,$0.02 ,1
6/27/14,"NextEra Energy Partners, LP  ",NEP,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley,$25.00 ,$32.55 ,$32.00 ,28.00%,$7.55 ,$7.00 ,3
2007/1/14,Investar Holding  ,ISTR,Sandler O¡¯Neill + Partners/ Sterne Agee,$14.00 ,$14.23 ,$14.20 ,1.43%,$0.23 ,$0.20 ,1
2007/1/14,Minerva Neurosciences ,NERV,Jefferies,$6.00 ,$6.00 ,$6.05 ,0.83%,$0.00 ,$0.05 ,1
2007/2/14,GlobeImmune  ,GBIM,Aegis Capital Corp.,$10.00 ,$11.00 ,$11.05 ,10.50%,$1.00 ,$1.05 ,1
7/16/14,1347 Capital Corp. ,TFSCU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1
7/16/14,iRadimed  ,IRMD,Roth Capital Partners,$6.25 ,$10.00 ,$9.90 ,58.40%,$3.75 ,$3.65 ,1
7/17/14,CareDx  ,CDNA,Piper Jaffray/ Leerink Partners/ Raymond James/ Mizuho Securities,$10.00 ,$9.50 ,$9.05 ,-9.50%,($0.50),($0.95),1
7/17/14,Roka Bioscience  ,ROKA,BofA Merrill Lynch/ Leerink Partners,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1
7/17/14,Terrapin 3 Acquisition ,TRTLU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1
7/18/14,Globant S.A.  ,GLOB,J.P. Morgan/ Citigroup/ Credit Suisse,$10.00 ,$12.95 ,$11.25 ,12.50%,$2.95 ,$1.25 ,1
7/18/14,Sage Therapeutics ,SAGE,J.P. Morgan/ Goldman Sachs,$18.00 ,$27.00 ,$30.10 ,67.22%,$9.00 ,$12.10 ,3
7/18/14,TerraForm Power ,TERP,Goldman Sachs/Barclays/ Citigroup/J.P. Morgan/ Macquarie Capital,$25.00 ,$33.35 ,$33.09 ,32.36%,$8.35 ,$8.09 ,3
7/18/14,Trupanion ,TRUP,RBC Capital Markets/ Barclays/ Stifel,$10.00 ,$11.25 ,$11.40 ,14.00%,$1.25 ,$1.40 ,1
7/18/14,TubeMogul ,TUBE,BofA Merrill Lynch/ Citigroup/ RBC Capital Markets,$7.00 ,$9.00 ,$11.50 ,64.29%,$2.00 ,$4.50 ,1
7/23/14,Medical Transcription Billing  ,MTBC,Chardan Capital Markets/ Aegis Capital Corp/ Summer Street Research Partners,$5.00 ,$5.00 ,$4.28 ,-14.40%,$0.00 ,($0.72),1
7/24/14,Immune Design ,IMDZ,Jefferies/ Leerink Partners,$12.00 ,$12.41 ,$12.05 ,0.42%,$0.41 ,$0.05 ,1
7/24/14,Intersect ENT ,XENT,J.P. Morgan/ Piper Jaffray,$11.00 ,$13.20 ,$12.92 ,17.45%,$2.20 ,$1.92 ,1
7/24/14,Pfenex  ,PFNX,William Blair/ JMP Securities,$6.00 ,$6.00 ,$5.30 ,-11.67%,$0.00 ,($0.70),1
7/24/14,Townsquare Media ,TSQ,BofA Merrill Lynch/ Jefferies/ RBC Capital Markets,$11.00 ,$10.74 ,$10.25 ,-6.82%,($0.26),($0.75),1
7/25/14,Advanced Drainage Systems  (WMS),WMS,Barclays/ Deutsche Bank Securities,$16.00 ,$16.05 ,$16.15 ,0.94%,$0.05 ,$0.15 ,1
7/25/14,El Pollo Loco Holdings  ,LOCO,Jefferies/ Morgan Stanley/ Baird,$15.00 ,$19.00 ,$24.03 ,60.20%,$4.00 ,$9.03 ,3
7/25/14,Innocoll GmbH   ,INNL,Piper/Jaffray Stifel,$9.00 ,$9.00 ,$9.00 ,0.00%,$0.00 ,$0.00 ,1
7/25/14,Ocular Therapeutix  ,OCUL,Morgan Stanley/ Cowen and Company/ RBC Capital Markets,$13.00 ,$13.00 ,$13.50 ,3.85%,$0.00 ,$0.50 ,1
7/25/14,Orion Engineered Carbons S.a r.l. ,OEC,Morgan Stanley/ Goldman Sachs,$18.00 ,$17.80 ,$17.75 ,-1.39%,($0.20),($0.25),1
7/29/14,ContraFect ,CFRXU,Maxim Group LLC,$6.00 ,$7.15 ,$6.45 ,7.50%,$1.15 ,$0.45 ,1
7/29/14,Spark Energy ,SPKE,Baird/ Stifel,$18.00 ,$18.00 ,$17.87 ,-0.72%,$0.00 ,($0.13),1
7/29/14,Tekla Healthcare Opportunities Fund  ,THQ,Wells Fargo Securities/ Morgan Stanley/ UBS Investment Bank/ Raymond James/ Ameriprise Financial Services,$20.00 ,$20.00 ,$20.00 ,0.00%,$0.00 ,$0.00 ,1
7/30/14,Westlake Chemical Partners  (WLKP),WLKP,Barclays/ UBS Investment Bank/ BofA Merrill Lynch/ Deutsche Bank Securities/ Morgan Stanley,$24.00 ,$30.28 ,$30.78 ,28.25%,$6.28 ,$6.78 ,3
7/31/14,Avalanche Biotechnologies ,AAVL,Jefferies/ Cowen and Company/ Piper Jaffray,$17.00 ,$25.00 ,$27.99 ,64.65%,$8.00 ,$10.99 ,3
7/31/14,Bio Blast Pharma Ltd. ,ORPN,Oppenheimer/ Roth Capital Partners ,$11.00 ,$10.90 ,$8.40 ,-23.64%,($0.10),($2.60),1
7/31/14,Catalent ,CTLT,Morgan Stanley/ J.P. Morgan,$20.50 ,$20.00 ,$19.99 ,-2.49%,($0.50),($0.51),2
7/31/14,HealthEquity  ,HQY,J.P. Morgan/ Wells Fargo Securities,$14.00 ,$20.00 ,$17.60 ,25.71%,$6.00 ,$3.60 ,3
7/31/14,Macrocure ,MCUR,Credit Suisse/ Jefferies,$10.00 ,$9.00 ,$7.25 ,-27.50%,($1.00),($2.75),1
7/31/14,Marinus Pharmaceuticals   ,MRNS,Stifel/ JMP Securities,$8.00 ,$8.01 ,$8.00 ,0.00%,$0.01 ,$0.00 ,1
7/31/14,Synchrony Financial   ,SYF,Goldman Sachs/ J.P. Morgan/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities,$23.00 ,$23.00 ,$23.00 ,0.00%,$0.00 ,$0.00 ,1
7/31/14,Transocean Partners  ,RIGP,Morgan Stanley/ Barclay/ Citigroup/ J.P. Morgan/ Wells Fargo Securities,$22.00 ,$22.00 ,$24.30 ,10.45%,$0.00 ,$2.30 ,3
7/31/14,Vascular Biogenics   ,VBLX,Deutsche Bank Securities/ Wells Fargo Securities,$12.00 ,$11.00 ,$10.25 ,-14.58%,($1.00),($1.75),1
2008/1/14,FCB Financial Holdings ,FCB,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch,$22.00 ,$20.50 ,$20.94 ,-4.82%,($1.50),($1.06),1
2008/1/14,Loxo Oncology,LOXO,Cowen and Company/ Stifel,$13.00 ,$13.00 ,$13.00 ,0.00%,$0.00 ,$0.00 ,2
2008/1/14,Mobileye N.V.  ,MBLY,Goldman Sachs/ Morgan Stanley,$25.00 ,$36.00 ,$37.00 ,48.00%,$11.00 ,$12.00 ,3
2008/1/14,VTTI Energy Partners LP  ,VTTI,Citigroup/ J.P. Morgan,$21.00 ,$21.00 ,$22.10 ,5.24%,$0.00 ,$1.10 ,3
2008/6/14,Auris Medical Holding AG  ,EARS,Jefferies/ Leerink Partners,$6.00 ,$6.10 ,$6.00 ,0.00%,$0.10 ,$0.00 ,1
2008/7/14,Hoegh LNG Partners LP,HMLP,Citigroup/ BofA Merrill Lynch/ Morgan Stanley,$20.00 ,$21.99 ,$22.25 ,11.25%,$1.99 ,$2.25 ,2
2008/7/14,iDreamSky Technology ,DSKY,Credit Suisse/ J.P. Morgan,$15.00 ,$17.50 ,$16.10 ,7.33%,$2.50 ,$1.10 ,3
2008/7/14,T2 Biosystems ,TTOO,Goldman Sachs/ Morgan Stanley,$11.00 ,$15.95 ,$14.32 ,30.18%,$4.95 ,$3.32 ,2
2008/8/14,Green Bancorp ,GNBC,SANDLER O'NEILL + PARTNERS/ Jefferies,$15.00 ,$16.37 ,$17.05 ,13.67%,$1.37 ,$2.05 ,1
2008/8/14,Independence Contract Drilling  ,ICD,Morgan Stanley/ Barclays/ Tudor Pickering Holt,$11.00 ,$11.00 ,$11.06 ,0.55%,$0.00 ,$0.06 ,1
2008/8/14,Ryerson Holding ,RYI,BofA Merrill Lynch/ J.P. Morgan,$11.00 ,$10.35 ,$10.30 ,-6.36%,($0.65),($0.70),2
8/13/14,Otonomy ,OTIO,J.P. Morgan/ BofA Merrill Lynch,$16.00 ,$18.13 ,$17.15 ,7.19%,$2.13 ,$1.15 ,1
8/14/14,C1 Financial  ,BNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Raymond James",$17.00 ,$17.60 ,$17.00 ,0.00%,$0.60 ,$0.00 ,1
8/27/14,Sino Mercury Acquisition ,SMACU,Cantor Fitzgerald & Co.,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1
2009/12/14,Affimed Therapeutics B.V. ,AFMD,Jefferies/ Leerink Partners/ BMO Capital Markets,$7.00 ,$6.83 ,$5.70 ,-18.57%,($0.17),($1.30),2
2009/12/14,ReWalk Robotics ,RWLK,Barclays/ Jefferies,$12.00 ,$12.00 ,$25.60 ,113.33%,$0.00 ,$13.60 ,1
9/17/14,Civitas Solutions  ,CIVI,Barclays/ Jefferies/ BofA Merrill Lynch/ UBS Investment Bank,$17.00 ,$17.00 ,$16.61 ,-2.29%,$0.00 ,($0.39),1
9/17/14,Tokai Pharmaceuticals  ,TKAI,BMO Capital Markets/ Stifel/ William Blair,$15.00 ,$18.63 ,$23.76 ,58.40%,$3.63 ,$8.76 ,2
9/18/14,Foamix Ltd.   ,FOMX,Barclays/ Cowen and Company,$6.00 ,$8.00 ,$6.22 ,3.67%,$2.00 ,$0.22 ,1
9/18/14,ProQR Therapeutics B.V.  ,PRQR,Leerink Partners/ Deutsche Bank Securities,$13.00 ,$19.90 ,$14.73 ,13.31%,$6.90 ,$1.73 ,2
9/19/14,Alibaba Group Holding  ,BABA,Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Citi,$68.00 ,$92.70 ,$93.89 ,38.07%,$24.70 ,$25.89 ,4
9/24/14,Citizens Financial Group   ,CFG,Morgan Stanley/ Goldman Sachs,$21.50 ,$21.50 ,$23.08 ,7.35%,$0.00 ,$1.58 ,1
9/24/14,CyberArk Software ,CYBR,J.P. Morgan/ Deutsche Bank Securities/ Barclays,$16.00 ,$25.00 ,$29.93 ,87.06%,$9.00 ,$13.93 ,3
9/24/14,Medley Management  ,MDLY,Goldman Sachs/ Credit Suisse,$18.00 ,$16.99 ,$16.40 ,-8.89%,($1.01),($1.60),1
9/24/14,Smart & Final Stores ,SFS,Credit Suisse/ Morgan Stanley/ Deutsche Bank Securities,$12.00 ,$13.10 ,$12.01 ,0.08%,$1.10 ,$0.01 ,3
9/24/14,Vitae Pharmaceuticals   ,VTAE,Stifel/ BMO Capital Markets,$8.00 ,$8.00 ,$7.61 ,-4.88%,$0.00 ,($0.39),2
9/25/14,CONE Midstream Partners LP  ,CNNX,Wells Fargo Securities/ BofA Merrill Lynch/ Baird,$22.00 ,$28.50 ,$30.40 ,38.18%,$6.50 ,$8.40 ,3
9/25/14,Travelport Worldwide LTD ,TVPT,Morgan Stanley/ UBS Securities/ Credit Suisse/ Deutsche Bank Securities,$16.00 ,$17.69 ,$16.40 ,2.50%,$1.69 ,$0.40 ,1
2010/1/14,DT Asia Investments Ltd  ,CADTU,EarlyBirdCapital,$10.00 ,$10.00 ,$9.99 ,-0.10%,$0.00 ,($0.01),1
2010/1/14,Vascular Biogenics   ,VBLT,Deutsche Bank Securities/ Wells Fargo Securities,$6.00 ,$6.02 ,$5.85 ,-2.50%,$0.02 ,($0.15),1
2010/1/14,Vivint Solar  ,VSLR,Goldman Sachs/ BofA Merrill Lynch/ Credit Suisse,$16.00 ,$17.38 ,$16.01 ,0.06%,$1.38 ,$0.01 ,3
2010/2/14,AAC Holdings  ,AAC,William Blair/ Raymond James,$15.00 ,$20.00 ,$18.50 ,23.33%,$5.00 ,$3.50 ,2
2010/2/14,AR Capital Acquisition   ,AUMAU,Citigroup,$10.00 ,$9.66 ,$9.74 ,-2.60%,($0.34),($0.26),1
2010/2/14,Atento S.A.   ,ATTO,Morgan Stanley/ Credit Suisse/ Ita¨² BBA,$15.00 ,$13.75 ,$12.96 ,-13.60%,($1.25),($2.04),1
2010/2/14,Calithera Biosciences  ,CALA,Citigroup/ Leerink Partners/ Wells Fargo Securities/ JMP Securities,$10.00 ,$10.22 ,$9.41 ,-5.90%,$0.22 ,($0.59),1
2010/2/14,JP Energy Partners LP ,JPEP,Barclays/ BofA Merrill Lynch,$20.00 ,$20.50 ,$19.11 ,-4.45%,$0.50 ,($0.89),1
2010/2/14,VWR Corp ,VWR,BofA Merrill Lynch/ Goldman Sach/ J.P. Morgan,$21.00 ,$21.00 ,$21.05 ,0.24%,$0.00 ,$0.05 ,1
2010/2/14,Wayfair  ,W,Goldman Sachs/ BofA Merrill Lynch/ Citigroup,$29.00 ,$36.00 ,$37.72 ,30.07%,$7.00 ,$8.72 ,3
2010/3/14,Dermira ,DERM,Citigroup/ Leerink Partners,$16.00 ,$18.00 ,$15.55 ,-2.81%,$2.00 ,($0.45),1
2010/3/14,FMSA,FMSA,Morgan Stanley/ Wells Fargo Securities/ Barclays,$16.00 ,$16.55 ,$16.01 ,0.06%,$0.55 ,$0.01 ,1
2010/3/14,Yodlee  ,YDLE,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch,$12.00 ,$18.81 ,$13.44 ,12.00%,$6.81 ,$1.44 ,3
2010/8/14,Eagle Point Credit ,ECC,"Deutsche Bank Securities/ Keefe, Bruyette & Woods (A Stifel Company)/ Wunderlich Securities/ JMP Securities/ National Securities/ MUFG/ Sterne Agee/ Compass Point",$20.00 ,$19.20 ,$19.16 ,-4.20%,($0.80),($0.84),1
2010/9/14,HubSpot ,HUBS,Morgan Stanley/ J.P. Morgan/ UBS Securitie,$25.00 ,$32.95 ,$30.10 ,20.40%,$7.95 ,$5.10 ,3
2010/9/14,MOL Global   ,MOLG,Citigroup/ Credit Suisse/ Deutsche Bank Securities/ UBS Investment Bank (In alphabetical order),$12.50 ,$10.75 ,$8.14 ,-34.88%,($1.75),($4.36),1
2010/9/14,OM Asset Management Ltd ,OMAM,BofA Merrill Lynch/ Morgan Stanley/ Citigroup/ Credit Suisse,$14.00 ,$14.00 ,$13.95 ,-0.36%,$0.00 ,($0.05),1
2010/9/14,USD Partners LP  ,USDP,Citigroup/ Barclays/ Credit Suisse/ BofA Merrill Lynch,$17.00 ,$15.80 ,$16.00 ,-5.88%,($1.20),($1.00),1
2010/9/14,Veritex Holdings  ,VBTX,Sandler ONeill + Partners/ Stephens,$13.00 ,$14.00 ,$13.95 ,7.31%,$1.00 ,$0.95 ,1
2010/10/14,Dave & Buster's Entertainment  ,PLAY,Jefferies/ Piper Jaffray,$16.00 ,$17.00 ,$17.28 ,8.00%,$1.00 ,$1.28 ,2
2010/10/14,Diplomat Pharmacy  ,DPLO,Credit Suisse/ Morgan Stanley/ J.P. Morgan/ Wells Fargo Securities/ William Blair/ Leerink Partners,$13.00 ,$16.00 ,$16.02 ,23.23%,$3.00 ,$3.02 ,2
10/15/14,"Dominion Midstream Partners, LP   (DM)",DM,Barclays/ Citigroup/ J.P. Morgan,$21.00 ,$22.50 ,$26.41 ,25.76%,$1.50 ,$5.41 ,2
10/15/14,Forward Pharma A/S  ,FWP,Leerink Partners/ Jefferies/ RBC Capital Markets,$21.00 ,$18.99 ,$17.50 ,-16.67%,($2.01),($3.50),2
10/15/14,Great Western Bancorp ,GWB,Deutsche Bank Securities/ BofA Merrill Lynch,$18.00 ,$18.00 ,$18.00 ,0.00%,$0.00 ,$0.00 ,1
10/16/14,Atara Biotherapeutics ,ATRA,Goldman Sachs/ Citigroup,$11.00 ,$9.89 ,$10.65 ,-3.18%,($1.11),($0.35),1
10/17/14,Zayo Group Holdings ,ZAYO,Morgan Stanley/ Barclays/ Goldman Sachs,$19.00 ,$21.50 ,$22.00 ,15.79%,$2.50 ,$3.00 ,1
10/22/14,Proteon Therapeutics ,PRTO,Stifel/ JMP Securities,$10.00 ,$11.30 ,$10.03 ,0.30%,$1.30 ,$0.03 ,1
10/24/14,Hydra Industries Acquisition  ,HDRAU,UBS Investment Bank,$10.00 ,$9.78 ,$9.93 ,-0.70%,($0.22),($0.07),1
10/29/14,"Shell Midstream Partners, L.P.  ",SHLX,Barclays/ Citigroup/ Morgan Stanley/ UBS Investment Bank,$23.00 ,$32.06 ,$33.55 ,45.87%,$9.06 ,$10.55 ,3
10/29/14,Sientra ,SIEN,Piper Jaffray/ Stifel,$15.00 ,$16.74 ,$16.75 ,11.67%,$1.74 ,$1.75 ,2
10/30/14,Boot Barn Holdings  ,BOOT,J.P. Morgan/ Piper Jaffray/ Jefferies,$16.00 ,$19.00 ,$17.45 ,9.06%,$3.00 ,$1.45 ,2
10/30/14,Fifth Street Asset Management  ,FSAM,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ RBC Capital Markets/ Credit Suisse/ SMBC Nikko,$17.00 ,$16.00 ,$13.37 ,-21.35%,($1.00),($3.63),1
2011/5/14,Antero Midstream Partners LP  (AM),AM,Barclays/ Citigroup/ Wells Fargo Securities,$25.00 ,$30.50 ,$28.03 ,12.12%,$5.50 ,$3.03 ,3
2011/5/14,Xenon Pharmaceuticals  ,XENE,Jefferies/ Wells Fargo Securities,$9.00 ,$10.02 ,$10.50 ,16.67%,$1.02 ,$1.50 ,1
